#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-24-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.204175 seconds
Distributing the actor graph took: 41.4174 seconds
Added actors in: 0.136771 seconds.
Initialized connections of actors in: 0.0478908 seconds.
Async Migration only
Output number: 1, Rank-12: (1) 78 | (2) 1002 | (3)7.78443/100 | (4) 33, 33 | (5) 79.3096 | (6) 44.5612 | (7) 0.000194488 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 68.3333/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (203413, 203413) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 180.154 | (25) (33.859, 61-55)
Output number: 8, Rank-498: (1) 84 | (2) 14163 | (3)0.593095/100 | (4) 40, 40 | (5) 72.4812 | (6) 572.374 | (7) 0.000255368 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.7222/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (216233, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 182.496 | (25) (33.8492, 60-82)
Output number: 8, Rank-371: (1) 95 | (2) 995 | (3)9.54774/100 | (4) 47, 47 | (5) 75.581 | (6) 559.065 | (7) 0.00019904 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.0278/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (252754, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 185.951 | (25) (33.7751, 5-127)
Output number: 8, Rank-327: (1) 75 | (2) 1110 | (3)6.75676/100 | (4) 48, 48 | (5) 57.7453 | (6) 561.555 | (7) 0.000227629 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 42.9861/100 | (15) 0 | (17) (48, 48) | (18) X | (19) (253667, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 153.577 | (25) (33.6966, 14-3)
Output number: 8, Rank-564: (1) 88 | (2) 1097 | (3)8.02188/100 | (4) 36, 36 | (5) 76.5141 | (6) 552.233 | (7) 0.000287221 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 43.6111/100 | (15) 0 | (17) (36, 36) | (18) X | (19) (157713, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 214.534 | (25) (34.1097, 51-64)
Output number: 8, Rank-636: (1) 92 | (2) 959 | (3)9.59333/100 | (4) 40, 40 | (5) 68.7092 | (6) 568.026 | (7) 0.000185512 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.1667/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (171740, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 187.652 | (25) (34.8499, 80-75)
Output number: 8, Rank-148: (1) 70 | (2) 1153 | (3)6.07112/100 | (4) 29, 29 | (5) 66.8595 | (6) 564.689 | (7) 0.000282053 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 43.8194/100 | (15) 0 | (17) (29, 29) | (18) X | (19) (167007, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 175.507 | (25) (33.2987, 86-88)
Output number: 8, Rank-127: (1) 69 | (2) 870 | (3)7.93103/100 | (4) 23, 23 | (5) 89.644 | (6) 564.776 | (7) 0.000152101 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.4167/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (150121, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 209.754 | (25) (33.9747, 66-52)
Output number: 8, Rank-87: (1) 75 | (2) 14132 | (3)0.53071/100 | (4) 43, 43 | (5) 67.699 | (6) 560.507 | (7) 0.000185833 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 43.6111/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (235849, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 184.02 | (25) (33.9679, 83-70)
Output number: 8, Rank-326: (1) 76 | (2) 949 | (3)8.00843/100 | (4) 25, 25 | (5) 63.1003 | (6) 573.119 | (7) 0.000219904 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.1667/100 | (15) 0 | (17) (25, 25) | (18) X | (19) (221225, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 209.388 | (25) (33.6944, 57-94)
Output number: 8, Rank-568: (1) 55 | (2) 14211 | (3)0.387024/100 | (4) 49, 49 | (5) 55.9992 | (6) 562.627 | (7) 0.000287202 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 42.9167/100 | (15) 0 | (17) (49, 49) | (18) X | (19) (242955, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 183.209 | (25) (33.4643, 128-3)
Output number: 8, Rank-624: (1) 80 | (2) 1030 | (3)7.76699/100 | (4) 21, 21 | (5) 106.019 | (6) 556.14 | (7) 0.000181921 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.9722/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (84494, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 208.378 | (25) (34.1814, 81-77)
Output number: 8, Rank-154: (1) 90 | (2) 1154 | (3)7.79896/100 | (4) 40, 40 | (5) 76.0954 | (6) 560.953 | (7) 0.000269537 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.2361/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (211455, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 218.841 | (25) (34.622, 137-137)
Output number: 8, Rank-128: (1) 73 | (2) 1010 | (3)7.22772/100 | (4) 30, 30 | (5) 83.6856 | (6) 554.171 | (7) 0.00026244 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.2361/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (163338, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 212.062 | (25) (34.3701, 64-91)
Output number: 8, Rank-100: (1) 66 | (2) 13858 | (3)0.476259/100 | (4) 17, 17 | (5) 96.068 | (6) 571.379 | (7) 0.000199125 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 46.3194/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (135839, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 201.97 | (25) (33.497, 56-79)
Output number: 8, Rank-81: (1) 69 | (2) 1025 | (3)6.73171/100 | (4) 72, 72 | (5) 78.1586 | (6) 508.339 | (7) 0.000262667 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 40.6944/100 | (15) 0 | (17) (72, 72) | (18) X | (19) (289205, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 195.691 | (25) (33.6772, 142-7)
Output number: 8, Rank-279: (1) 82 | (2) 912 | (3)8.99123/100 | (4) 23, 23 | (5) 100.698 | (6) 554.118 | (7) 0.000230397 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.4167/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (112764, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 207.111 | (25) (33.6929, 10-4)
Output number: 8, Rank-301: (1) 67 | (2) 14004 | (3)0.478435/100 | (4) 28, 28 | (5) 87.0271 | (6) 567.895 | (7) 0.000246339 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.4167/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (140568, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 207.514 | (25) (33.4588, 64-94)
Output number: 8, Rank-45: (1) 58 | (2) 1104 | (3)5.25362/100 | (4) 53, 53 | (5) 56.105 | (6) 550.97 | (7) 0.000218819 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 42.1528/100 | (15) 0 | (17) (53, 53) | (18) X | (19) (241884, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 221.429 | (25) (34.2071, 63-76)
Output number: 8, Rank-420: (1) 54 | (2) 1101 | (3)4.90463/100 | (4) 13, 13 | (5) 94.9545 | (6) 586.18 | (7) 0.000260551 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 47.2917/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (99053, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 202.289 | (25) (33.5846, 67-66)
Output number: 8, Rank-670: (1) 61 | (2) 14158 | (3)0.430852/100 | (4) 65, 65 | (5) 50.8768 | (6) 541.821 | (7) 0.000182666 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 41.1111/100 | (15) 0 | (17) (65, 65) | (18) X | (19) (282076, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 161.391 | (25) (34.2029, 55-62)
Output number: 8, Rank-170: (1) 73 | (2) 1056 | (3)6.91288/100 | (4) 30, 30 | (5) 108.783 | (6) 539.319 | (7) 0.000264409 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (141555, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 210.702 | (25) (33.7355, 70-87)
Output number: 8, Rank-340: (1) 77 | (2) 892 | (3)8.63229/100 | (4) 37, 37 | (5) 111.625 | (6) 548.11 | (7) 0.000304245 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.7639/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (98657, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 212.21 | (25) (33.5023, 134-127)
Output number: 8, Rank-409: (1) 66 | (2) 928 | (3)7.11207/100 | (4) 28, 28 | (5) 66.8745 | (6) 583.386 | (7) 0.00020488 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.1389/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (181597, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 211.403 | (25) (34.2982, 3-3)
Output number: 8, Rank-226: (1) 63 | (2) 14108 | (3)0.446555/100 | (4) 39, 39 | (5) 68.8522 | (6) 568.306 | (7) 0.000235751 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.2361/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (224442, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 212.072 | (25) (33.7515, 49-67)
Output number: 8, Rank-448: (1) 68 | (2) 1014 | (3)6.70611/100 | (4) 14, 14 | (5) 87.9349 | (6) 576.457 | (7) 0.000290921 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 46.1111/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (155792, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 200.801 | (25) (33.1913, 73-69)
Output number: 8, Rank-533: (1) 57 | (2) 13950 | (3)0.408602/100 | (4) 13, 13 | (5) 108.17 | (6) 605.789 | (7) 0.00019981 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 49.5139/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (68933, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 232.151 | (25) (33.1749, 136-123)
Output number: 8, Rank-529: (1) 68 | (2) 856 | (3)7.94393/100 | (4) 21, 21 | (5) 110.314 | (6) 580.282 | (7) 0.000210853 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 47.9167/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (81469, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 235.439 | (25) (33.5031, 85-65)
Output number: 8, Rank-206: (1) 76 | (2) 1196 | (3)6.35452/100 | (4) 23, 23 | (5) 86.5698 | (6) 556.943 | (7) 0.000206261 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.6528/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (143441, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 207.165 | (25) (33.5167, 78-91)
Output number: 8, Rank-594: (1) 87 | (2) 13949 | (3)0.623701/100 | (4) 20, 20 | (5) 101.742 | (6) 564.823 | (7) 0.000209893 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 46.25/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (114042, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 204.101 | (25) (33.8424, 81-54)
Output number: 8, Rank-497: (1) 74 | (2) 14014 | (3)0.528043/100 | (4) 23, 23 | (5) 75.9526 | (6) 581.689 | (7) 0.000215597 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.625/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (138823, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 204.692 | (25) (33.1182, 16-135)
Output number: 8, Rank-369: (1) 75 | (2) 14121 | (3)0.531124/100 | (4) 35, 35 | (5) 77.9626 | (6) 566.063 | (7) 0.000259071 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.7222/100 | (15) 0 | (17) (35, 35) | (18) X | (19) (191974, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 178.927 | (25) (33.8355, 12-133)
Output number: 8, Rank-161: (1) 64 | (2) 14112 | (3)0.453515/100 | (4) 55, 55 | (5) 53.9197 | (6) 555.645 | (7) 0.000209626 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 42.2917/100 | (15) 0 | (17) (55, 55) | (18) X | (19) (295765, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 222.6 | (25) (34.1317, 77-77)
Output number: 8, Rank-115: (1) 61 | (2) 1032 | (3)5.91085/100 | (4) 18, 18 | (5) 99.6547 | (6) 565.244 | (7) 0.000136573 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 46.1111/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (125507, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 204.986 | (25) (33.5578, 70-85)
Output number: 8, Rank-84: (1) 74 | (2) 1203 | (3)6.15129/100 | (4) 17, 17 | (5) 79.0914 | (6) 571.201 | (7) 0.000226231 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.1389/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (199541, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 204.064 | (25) (34.0107, 82-53)
Output number: 8, Rank-58: (1) 76 | (2) 1094 | (3)6.94698/100 | (4) 35, 35 | (5) 82.3329 | (6) 563.509 | (7) 0.000229401 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.7917/100 | (15) 0 | (17) (35, 35) | (18) X | (19) (164618, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 211.76 | (25) (33.9536, 124-7)
Output number: 8, Rank-253: (1) 77 | (2) 1059 | (3)7.27101/100 | (4) 31, 31 | (5) 90.6901 | (6) 562.853 | (7) 0.000295543 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.3472/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (206221, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 212.516 | (25) (33.7894, 4-21)
Output number: 8, Rank-296: (1) 81 | (2) 1027 | (3)7.88705/100 | (4) 15, 15 | (5) 77.009 | (6) 574.481 | (7) 0.000216024 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.2083/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (158537, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 210.279 | (25) (34.5975, 13-7)
Output number: 8, Rank-48: (1) 61 | (2) 1000 | (3)6.1/100 | (4) 66, 66 | (5) 59.5903 | (6) 542.866 | (7) 0.000297232 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 41.8056/100 | (15) 0 | (17) (66, 66) | (18) X | (19) (289588, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 195.061 | (25) (34.021, 142-121)
Output number: 8, Rank-442: (1) 99 | (2) 14114 | (3)0.701431/100 | (4) 26, 26 | (5) 94.3074 | (6) 550.39 | (7) 0.000279993 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.7222/100 | (15) 0 | (17) (26, 26) | (18) X | (19) (158993, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 206.585 | (25) (33.1177, 51-53)
Output number: 8, Rank-644: (1) 78 | (2) 14199 | (3)0.549334/100 | (4) 43, 43 | (5) 62.9207 | (6) 554.21 | (7) 0.000258922 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 42.8472/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (221244, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 181.803 | (25) (33.6135, 77-91)
Output number: 8, Rank-169: (1) 70 | (2) 14120 | (3)0.495751/100 | (4) 28, 28 | (5) 108.698 | (6) 562.127 | (7) 0.000184441 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 46.5278/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (125080, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 210.479 | (25) (34.0515, 18-12)
Output number: 8, Rank-336: (1) 83 | (2) 944 | (3)8.79237/100 | (4) 23, 23 | (5) 101.091 | (6) 558.881 | (7) 0.000303265 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.7639/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (99132, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 207.463 | (25) (33.4552, 76-70)
Output number: 8, Rank-410: (1) 75 | (2) 14184 | (3)0.528765/100 | (4) 56, 56 | (5) 65.7707 | (6) 543.187 | (7) 0.000245574 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 42.2222/100 | (15) 0 | (17) (56, 56) | (18) X | (19) (255194, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 191.354 | (25) (34.6182, 64-88)
Output number: 8, Rank-242: (1) 65 | (2) 13926 | (3)0.466753/100 | (4) 20, 20 | (5) 75.6186 | (6) 582.062 | (7) 0.000294521 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.625/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (165743, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 206.464 | (25) (34.2962, 58-54)
Output number: 8, Rank-464: (1) 82 | (2) 14010 | (3)0.585296/100 | (4) 29, 29 | (5) 78.8437 | (6) 573.952 | (7) 0.000185377 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.2778/100 | (15) 0 | (17) (29, 29) | (18) X | (19) (168169, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 208.848 | (25) (33.8119, 7-122)
Output number: 8, Rank-538: (1) 80 | (2) 1025 | (3)7.80488/100 | (4) 36, 36 | (5) 89.6308 | (6) 546.825 | (7) 0.000202233 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.1667/100 | (15) 0 | (17) (36, 36) | (18) X | (19) (191114, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 212.995 | (25) (33.6526, 137-122)
Output number: 8, Rank-512: (1) 66 | (2) 14008 | (3)0.471159/100 | (4) 24, 24 | (5) 87.0212 | (6) 569.076 | (7) 0.000182522 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.5556/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (156181, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 206.084 | (25) (33.4572, 77-81)
Output number: 8, Rank-207: (1) 90 | (2) 1046 | (3)8.60421/100 | (4) 34, 34 | (5) 84.997 | (6) 547.418 | (7) 0.000208966 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 43.8889/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (186360, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 182.121 | (25) (34.0855, 71-52)
Output number: 8, Rank-613: (1) 76 | (2) 13990 | (3)0.543245/100 | (4) 35, 35 | (5) 83.0247 | (6) 564.087 | (7) 0.000178622 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.9306/100 | (15) 0 | (17) (35, 35) | (18) X | (19) (168845, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 210.515 | (25) (33.5173, 87-64)
Output number: 8, Rank-489: (1) 74 | (2) 14096 | (3)0.524972/100 | (4) 41, 41 | (5) 88.9693 | (6) 563.636 | (7) 0.00018192 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.2778/100 | (15) 0 | (17) (41, 41) | (18) X | (19) (193354, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 214.112 | (25) (33.5686, 135-16)
Output number: 8, Rank-373: (1) 99 | (2) 1073 | (3)9.22647/100 | (4) 46, 46 | (5) 84.273 | (6) 535.276 | (7) 0.000218183 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 42.9861/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (178404, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 187.661 | (25) (34.5421, 135-135)
Output number: 8, Rank-311: (1) 83 | (2) 14008 | (3)0.592519/100 | (4) 41, 41 | (5) 71.9947 | (6) 573.492 | (7) 0.000196592 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.7917/100 | (15) 0 | (17) (41, 41) | (18) X | (19) (194078, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 217.321 | (25) (34.0198, 6-5)
Output number: 8, Rank-565: (1) 74 | (2) 1062 | (3)6.96798/100 | (4) 18, 18 | (5) 79.406 | (6) 569.734 | (7) 0.000181849 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.0694/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (196878, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 202.925 | (25) (33.5521, 52-74)
Output number: 8, Rank-625: (1) 82 | (2) 14135 | (3)0.58012/100 | (4) 18, 18 | (5) 97.6796 | (6) 572.669 | (7) 0.000248535 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 46.5278/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (130796, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 206.316 | (25) (34.0387, 127-136)
Output number: 8, Rank-146: (1) 87 | (2) 14186 | (3)0.613281/100 | (4) 27, 27 | (5) 66.8889 | (6) 562.814 | (7) 0.000191055 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 43.6806/100 | (15) 0 | (17) (27, 27) | (18) X | (19) (169872, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 188.029 | (25) (35.9988, 84-90)
Output number: 8, Rank-130: (1) 70 | (2) 14077 | (3)0.497265/100 | (4) 37, 37 | (5) 70.8976 | (6) 564.654 | (7) 0.000220247 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.0972/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (220650, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 212.425 | (25) (33.9201, 74-89)
Output number: 8, Rank-86: (1) 87 | (2) 1021 | (3)8.52106/100 | (4) 38, 38 | (5) 84.7693 | (6) 550.056 | (7) 0.000246912 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.0278/100 | (15) 0 | (17) (38, 38) | (18) X | (19) (190648, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 211.192 | (25) (33.2609, 61-92)
Output number: 8, Rank-57: (1) 77 | (2) 1082 | (3)7.11645/100 | (4) 28, 28 | (5) 71.1582 | (6) 577.435 | (7) 0.000203355 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (230049, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 207.544 | (25) (33.4524, 89-83)
Output number: 8, Rank-256: (1) 85 | (2) 941 | (3)9.03294/100 | (4) 15, 15 | (5) 99.8483 | (6) 560.475 | (7) 0.000292859 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 45.8333/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (112397, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 235.861 | (25) (33.3774, 13-15)
Output number: 8, Rank-299: (1) 78 | (2) 1071 | (3)7.28291/100 | (4) 34, 34 | (5) 83.604 | (6) 557.836 | (7) 0.000217397 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 44.5139/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (212813, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 180.942 | (25) (34.0846, 57-49)
Output number: 8, Rank-46: (1) 65 | (2) 935 | (3)6.95187/100 | (4) 45, 45 | (5) 54.3576 | (6) 559.545 | (7) 0.000283083 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1440 | (14) 42.5694/100 | (15) 0 | (17) (45, 45) | (18) X | (19) (253455, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 184.18 | (25) (34.0187, 135-14)
