#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-1-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.00140804 seconds
Distributing the actor graph took: 43.3275 seconds
Added actors in: 1.76254 seconds.
Initialized connections of actors in: 0.0487924 seconds.
Async Migration only
Output number: 1, Rank-18: (1) 245 | (2) 1650 | (3)14.8485/100 | (4) 984, 984 | (5) 23.031 | (6) 43.2205 | (7) 0.000132312 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 36.6667/100 | (15) 0 | (17) (984, 984) | (18) X | (19) (374261, 374261) | (20) 1 | (21) 0 | (22) 0 | (23) 13 | (24) 691.499 | (25) (33.4254, 14-1) | (26) 287 | (27) 37.3734
Output number: 51, Rank-6: (1) 31 | (2) 57741 | (3)0.053688/100 | (4) 288, 288 | (5) 5241.82 | (6) 1237.41 | (7) 0.000113366 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 70.5773/100 | (15) 0 | (17) (288, 288) | (18) X | (19) (2875812, 39986) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 6576.38 | (25) (33.6535, 23-140) | (26) 85 | (27) 65.6187
Output number: 51, Rank-21: (1) 5 | (2) 91336 | (3)0.00547429/100 | (4) 738, 738 | (5) 298.765 | (6) 2781.57 | (7) 0.000146192 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 33.5512/100 | (15) 0 | (17) (738, 738) | (18) X | (19) (7280621, 102573) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 278.763 | (25) (0.55508, 121-52) | (26) 41105 | (27) -0.40003
Output number: 51, Rank-4: (1) 261 | (2) 87078 | (3)0.299731/100 | (4) 995, 995 | (5) 2850.87 | (6) 1860.4 | (7) 7.6838e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 51.3181/100 | (15) 0 | (17) (995, 995) | (18) X | (19) (9020971, 138181) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 6663.42 | (25) (34.8811, 17-132) | (26) 9858 | (27) -0.23802
Output number: 51, Rank-27: (1) 292 | (2) 83510 | (3)0.349659/100 | (4) 1007, 1007 | (5) 4122.03 | (6) 1278.93 | (7) 6.6862e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 58.8235/100 | (15) 0 | (17) (1007, 1007) | (18) X | (19) (9610888, 139307) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 6909.87 | (25) (38.6424, 115-1) | (26) 10178 | (27) -0.34203
Output number: 51, Rank-11: (1) 168 | (2) 91151 | (3)0.18431/100 | (4) 902, 902 | (5) 488.838 | (6) 2466.46 | (7) 9.813e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 32.1895/100 | (15) 0 | (17) (902, 902) | (18) X | (19) (8917166, 125202) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1609.62 | (25) (38.2794, 116-142) | (26) 4093 | (27) -0.26049
Output number: 51, Rank-12: (1) 10 | (2) 90942 | (3)0.010996/100 | (4) 760, 760 | (5) 309.224 | (6) 2770.06 | (7) 6.9513e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 33.5403/100 | (15) 0 | (17) (760, 760) | (18) X | (19) (7495592, 105640) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 280.517 | (25) (0.64264, 110-89) | (26) 726744 | (27) -0.64283
Output number: 51, Rank-25: (1) 83 | (2) 81965 | (3)0.101263/100 | (4) 275, 275 | (5) 4066.31 | (6) 1691.97 | (7) 4.2865e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 62.7233/100 | (15) 0 | (17) (275, 275) | (18) X | (19) (2105634, 37843) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 7031.47 | (25) (34.0904, 140-19) | (26) 8300 | (27) -0.73633
Output number: 51, Rank-15: (1) 109 | (2) 84559 | (3)0.128904/100 | (4) 227, 227 | (5) 5452.66 | (6) 1162.01 | (7) 6.8221e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 72.0479/100 | (15) 0 | (17) (227, 227) | (18) X | (19) (1996554, 31537) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 7067.66 | (25) (35.0844, 70-70) | (26) 10606 | (27) -0.3766
Output number: 51, Rank-0: (1) 89 | (2) 389 | (3)22.8792/100 | (4) 370, 370 | (5) 7123.45 | (6) 617.208 | (7) 8.2328e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 84.3137/100 | (15) 0 | (17) (370, 370) | (18) X | (19) (4269056, 51381) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9925.71 | (25) (34.946, 44-84) | (26) 2979 | (27) -1.57375
Output number: 51, Rank-2: (1) 406 | (2) 74117 | (3)0.547783/100 | (4) 1133, 1133 | (5) 4101.68 | (6) 1330.7 | (7) 9.2236e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 59.1721/100 | (15) 0 | (17) (1133, 1133) | (18) X | (19) (9848431, 157369) | (20) 1 | (21) 0 | (22) 0 | (23) 16 | (24) 10094.7 | (25) (33.7706, 62-81) | (26) 30 | (27) 168.697
Output number: 51, Rank-20: (1) 77 | (2) 76251 | (3)0.100982/100 | (4) 289, 289 | (5) 4982.26 | (6) 1354.75 | (7) 0.000606912 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 69.0305/100 | (15) 0 | (17) (289, 289) | (18) X | (19) (2416548, 40119) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 7491.21 | (25) (34.456, 0-10) | (26) 1 | (27) 130.65
Output number: 51, Rank-16: (1) 224 | (2) 42549 | (3)0.526452/100 | (4) 346, 346 | (5) 7343.86 | (6) 513.791 | (7) 4.593e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 85.5882/100 | (15) 0 | (17) (346, 346) | (18) X | (19) (4744150, 48033) | (20) 1 | (21) 0 | (22) 0 | (23) 12 | (24) 9800.81 | (25) (38.6833, 61-59) | (26) 1 | (27) 374.808
Output number: 51, Rank-19: (1) 156 | (2) 258 | (3)60.4651/100 | (4) 591, 591 | (5) 6623.13 | (6) 663.828 | (7) 0.000115003 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 79.3682/100 | (15) 0 | (17) (591, 591) | (18) X | (19) (7691368, 82098) | (20) 1 | (21) 0 | (22) 0 | (23) 8 | (24) 8798.96 | (25) (38.4416, 1-9) | (26) 1 | (27) 266.07
Output number: 51, Rank-24: (1) 331 | (2) 3384 | (3)9.78132/100 | (4) 940, 940 | (5) 6040.28 | (6) 765.946 | (7) 4.5277e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 74.1394/100 | (15) 0 | (17) (940, 940) | (18) X | (19) (10324510, 131568) | (20) 1 | (21) 0 | (22) 0 | (23) 6 | (24) 9860.62 | (25) (33.8119, 121-12) | (26) 1 | (27) 132.115
Output number: 51, Rank-14: (1) 635 | (2) 87846 | (3)0.722856/100 | (4) 1387, 1387 | (5) 3161.94 | (6) 1333.97 | (7) 8.8031e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 48.9651/100 | (15) 0 | (17) (1387, 1387) | (18) X | (19) (11888860, 192570) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 8011.3 | (25) (33.7934, 63-55) | (26) 1 | (27) 98.4684
Output number: 51, Rank-10: (1) 40 | (2) 45536 | (3)0.0878426/100 | (4) 532, 532 | (5) 6642.83 | (6) 793.573 | (7) 0.000131754 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 81.0022/100 | (15) 0 | (17) (532, 532) | (18) X | (19) (5008646, 73809) | (20) 1 | (21) 0 | (22) 0 | (23) 7 | (24) 10598.6 | (25) (37.8343, 140-141) | (26) 1 | (27) 138.128
Output number: 51, Rank-7: (1) 146 | (2) 85127 | (3)0.171508/100 | (4) 874, 874 | (5) 5008.46 | (6) 1021.3 | (7) 9.9571e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 65.6754/100 | (15) 0 | (17) (874, 874) | (18) X | (19) (8645093, 121454) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 9843.68 | (25) (34.0419, 58-97) | (26) 1 | (27) 32.6943
Output number: 51, Rank-8: (1) 319 | (2) 1328 | (3)24.0211/100 | (4) 895, 895 | (5) 7429.9 | (6) 408.295 | (7) 0.000630205 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 85.3813/100 | (15) 0 | (17) (895, 895) | (18) X | (19) (9927307, 124707) | (20) 1 | (21) 0 | (22) 0 | (23) 9 | (24) 10857.7 | (25) (35.4031, 98-80) | (26) 1 | (27) 132.993
Output number: 51, Rank-1: (1) 437 | (2) 35215 | (3)1.24095/100 | (4) 961, 961 | (5) 6875.37 | (6) 474.708 | (7) 5.397e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 80.0654/100 | (15) 0 | (17) (961, 961) | (18) X | (19) (10348604, 133679) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 9788.39 | (25) (34.2157, 68-59) | (26) 1 | (27) 66.0811
Output number: 51, Rank-17: (1) 362 | (2) 88685 | (3)0.408186/100 | (4) 1101, 1101 | (5) 2354.1 | (6) 1842.01 | (7) 5.615e-06 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 45.7081/100 | (15) 0 | (17) (1101, 1101) | (18) X | (19) (10330231, 152988) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 5907.79 | (25) (48.9886, 79-49) | (26) 1 | (27) -0.36415
Output number: 51, Rank-5: (1) 279 | (2) 1135 | (3)24.5815/100 | (4) 845, 845 | (5) 6176.66 | (6) 785.756 | (7) 2.5829e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180 | (14) 75.8388/100 | (15) 0 | (17) (845, 845) | (18) X | (19) (9313535, 117387) | (20) 1 | (21) 0 | (22) 0 | (23) 6 | (24) 9693.43 | (25) (40.3434, 7-133) | (26) 1 | (27) 133.169
Output number: 51, Rank-13: (1) 114 | (2) 24678 | (3)0.46195/100 | (4) 814, 814 | (5) 7110.65 | (6) 516.975 | (7) 0.00054876 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180.01 | (14) 83.0828/100 | (15) 0 | (17) (814, 814) | (18) X | (19) (8446924, 113157) | (20) 1 | (21) 0 | (22) 0 | (23) 8 | (24) 11558.5 | (25) (33.8914, 134-118) | (26) 1 | (27) 230.594
Output number: 51, Rank-23: (1) 61 | (2) 214 | (3)28.5047/100 | (4) 536, 536 | (5) 9110.22 | (6) 23.1694 | (7) 0.000120933 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180.01 | (14) 99.488/100 | (15) 0 | (17) (536, 536) | (18) X | (19) (6178000, 74425) | (20) 1 | (21) 0 | (22) 0 | (23) 158 | (24) 12937.9 | (25) (36.1428, 95-65) | (26) 1 | (27) 4506.45
Output number: 51, Rank-18: (1) 409 | (2) 88033 | (3)0.464599/100 | (4) 1148, 1148 | (5) 2673.15 | (6) 1684.8 | (7) 0.000132312 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180.01 | (14) 47.4619/100 | (15) 0 | (17) (1148, 1148) | (18) X | (19) (10269841, 159387) | (20) 1 | (21) 1 | (22) 0 | (23) 8 | (24) 7252.5 | (25) (33.9683, 21-3) | (26) 1 | (27) 68.572
Output number: 51, Rank-9: (1) 172 | (2) 31009 | (3)0.554678/100 | (4) 276, 276 | (5) 6945.06 | (6) 676.218 | (7) 0.000414615 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9180.01 | (14) 83.0174/100 | (15) 0 | (17) (276, 276) | (18) X | (19) (2255676, 37719) | (20) 1 | (21) 1 | (22) 0 | (23) 13 | (24) 9634.76 | (25) (41.2662, 71-83) | (26) 1 | (27) 469.004
Output number: 52, Rank-9: (1) 191 | (2) 32123 | (3)0.59459/100 | (4) 295, 295 | (5) 7081.49 | (6) 688.418 | (7) 0.000414615 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 83.0021/100 | (15) 0 | (17) (295, 295) | (18) X | (19) (2295831, 40155) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9825.36 | (25) (37.656, 68-91) | (26) 5180 | (27) -1.12639
Output number: 52, Rank-20: (1) 79 | (2) 77966 | (3)0.101326/100 | (4) 291, 291 | (5) 5088.31 | (6) 1377.74 | (7) 0.000606912 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 69.0812/100 | (15) 0 | (17) (291, 291) | (18) X | (19) (2457056, 40508) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 7587.74 | (25) (34.6753, 0-10) | (26) 1 | (27) 131.015
Output number: 52, Rank-18: (1) 414 | (2) 89653 | (3)0.46178/100 | (4) 1153, 1153 | (5) 2776.08 | (6) 1703.16 | (7) 0.000132312 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 47.8526/100 | (15) 0 | (17) (1153, 1153) | (18) X | (19) (10430266, 160425) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 7359.63 | (25) (35.2444, 27-6) | (26) 285 | (27) 0.04087
Output number: 52, Rank-26: (1) 41 | (2) 92969 | (3)0.0441007/100 | (4) 786, 786 | (5) 777.245 | (6) 2743.78 | (7) 0.000101358 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 37.6175/100 | (15) 0 | (17) (786, 786) | (18) X | (19) (7715815, 109296) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 3131.79 | (25) (34.7176, 76-42) | (26) 350000 | (27) -0.68568
Output number: 52, Rank-22: (1) 145 | (2) 85669 | (3)0.169256/100 | (4) 878, 878 | (5) 3620.19 | (6) 1614.8 | (7) 0.00012809 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 55.9188/100 | (15) 0 | (17) (878, 878) | (18) X | (19) (8739625, 122363) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 4099.68 | (25) (33.7907, 79-68) | (26) 1 | (27) -0.60064
Output number: 52, Rank-6: (1) 31 | (2) 59468 | (3)0.0521289/100 | (4) 288, 288 | (5) 5334.58 | (6) 1264.45 | (7) 0.000113366 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 70.5021/100 | (15) 0 | (17) (288, 288) | (18) X | (19) (2915940, 40128) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 6637.74 | (25) (33.7521, 22-128) | (26) 2 | (27) 0.18138
Output number: 52, Rank-21: (1) 5 | (2) 93128 | (3)0.00536895/100 | (4) 738, 738 | (5) 303.129 | (6) 2836.62 | (7) 0.000146192 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 33.5363/100 | (15) 0 | (17) (738, 738) | (18) X | (19) (7383212, 102591) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 276.949 | (25) (0.61527, 131-48) | (26) 309393 | (27) -0.40003
Output number: 52, Rank-12: (1) 11 | (2) 92728 | (3)0.0118627/100 | (4) 761, 761 | (5) 313.671 | (6) 2824.71 | (7) 6.9513e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 33.5256/100 | (15) 0 | (17) (761, 761) | (18) X | (19) (7601330, 105738) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 284.185 | (25) (0.5924, 129-104) | (26) 1028329 | (27) -0.64283
Output number: 52, Rank-19: (1) 156 | (2) 258 | (3)60.4651/100 | (4) 584, 584 | (5) 6746 | (6) 680.274 | (7) 0.000115003 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 79.3376/100 | (15) 0 | (17) (584, 584) | (18) X | (19) (7772864, 81496) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9081.95 | (25) (39.4437, 11-21) | (26) 10827 | (27) -0.34729
Output number: 52, Rank-3: (1) 109 | (2) 92926 | (3)0.117298/100 | (4) 842, 842 | (5) 613.8 | (6) 2558.39 | (7) 9.0159e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 33.8889/100 | (15) 0 | (17) (842, 842) | (18) X | (19) (8395694, 117367) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 2407.24 | (25) (33.5855, 59-98) | (26) 11996 | (27) -1.37605
Output number: 52, Rank-11: (1) 168 | (2) 92935 | (3)0.180772/100 | (4) 902, 902 | (5) 507.874 | (6) 2513.67 | (7) 9.813e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 32.2756/100 | (15) 0 | (17) (902, 902) | (18) X | (19) (9042813, 125647) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1566.24 | (25) (36.4707, 119-133) | (26) 3241 | (27) -0.26049
Output number: 52, Rank-17: (1) 379 | (2) 90332 | (3)0.419563/100 | (4) 1118, 1118 | (5) 2441.64 | (6) 1866.02 | (7) 5.615e-06 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 46.015/100 | (15) 0 | (17) (1118, 1118) | (18) X | (19) (10485339, 155108) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 6361.5 | (25) (33.6183, 64-49) | (26) 1 | (27) 0.02615
Output number: 52, Rank-5: (1) 279 | (2) 1135 | (3)24.5815/100 | (4) 844, 844 | (5) 6313.27 | (6) 797.532 | (7) 2.5829e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 75.9615/100 | (15) 0 | (17) (844, 844) | (18) X | (19) (9431019, 117484) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9825.84 | (25) (39.6348, 20-125) | (26) 999 | (27) -0.68879
Output number: 52, Rank-2: (1) 406 | (2) 74313 | (3)0.546338/100 | (4) 1133, 1133 | (5) 4242.92 | (6) 1338.94 | (7) 9.2236e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 59.6261/100 | (15) 0 | (17) (1133, 1133) | (18) X | (19) (10006127, 157696) | (20) 1 | (21) 0 | (22) 0 | (23) 17 | (24) 10158.1 | (25) (33.9284, 44-75) | (26) 1 | (27) 200.881
Output number: 52, Rank-0: (1) 90 | (2) 402 | (3)22.3881/100 | (4) 371, 371 | (5) 7261.93 | (6) 630.339 | (7) 8.2328e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 84.3162/100 | (15) 0 | (17) (371, 371) | (18) X | (19) (4320646, 51590) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 9992.16 | (25) (34.6746, 65-87) | (26) 1 | (27) 131.194
Output number: 52, Rank-14: (1) 642 | (2) 89488 | (3)0.717415/100 | (4) 1394, 1394 | (5) 3275.07 | (6) 1346.12 | (7) 8.8031e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 49.3697/100 | (15) 0 | (17) (1394, 1394) | (18) X | (19) (12082351, 193491) | (20) 1 | (21) 0 | (22) 0 | (23) 16 | (24) 8150.79 | (25) (35.9559, 47-47) | (26) 1 | (27) 200.817
Output number: 52, Rank-25: (1) 84 | (2) 83673 | (3)0.100391/100 | (4) 276, 276 | (5) 4165.48 | (6) 1717.1 | (7) 4.2865e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 62.8419/100 | (15) 0 | (17) (276, 276) | (18) X | (19) (2143957, 38323) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 7124.4 | (25) (34.1129, 140-19) | (26) 1 | (27) 131.408
Output number: 52, Rank-24: (1) 331 | (2) 3384 | (3)9.78132/100 | (4) 926, 926 | (5) 6178.76 | (6) 775.959 | (7) 4.5277e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 74.2949/100 | (15) 0 | (17) (926, 926) | (18) X | (19) (10454479, 129969) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 9886.65 | (25) (35.2474, 140-27) | (26) 1 | (27) 131.129
Output number: 52, Rank-16: (1) 224 | (2) 42549 | (3)0.526452/100 | (4) 329, 329 | (5) 7472.82 | (6) 530.063 | (7) 4.593e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 85.4915/100 | (15) 0 | (17) (329, 329) | (18) X | (19) (4790510, 46360) | (20) 1 | (21) 0 | (22) 0 | (23) 6 | (24) 9204.29 | (25) (37.9462, 52-45) | (26) 1 | (27) 196.926
Output number: 52, Rank-27: (1) 305 | (2) 85174 | (3)0.35809/100 | (4) 1020, 1020 | (5) 4214.72 | (6) 1301.05 | (7) 6.6862e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 58.9209/100 | (15) 0 | (17) (1020, 1020) | (18) X | (19) (9751755, 140867) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 6626.29 | (25) (33.5082, 135-6) | (26) 1 | (27) 163.444
Output number: 52, Rank-8: (1) 321 | (2) 1447 | (3)22.1838/100 | (4) 878, 878 | (5) 7581.59 | (6) 415.551 | (7) 0.000630205 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 85.438/100 | (15) 0 | (17) (878, 878) | (18) X | (19) (10050469, 123162) | (20) 1 | (21) 0 | (22) 0 | (23) 6 | (24) 10897.6 | (25) (34.5584, 92-78) | (26) 1 | (27) 134.079
Output number: 52, Rank-10: (1) 40 | (2) 45735 | (3)0.0874604/100 | (4) 532, 532 | (5) 6791.54 | (6) 803.072 | (7) 0.000131754 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 81.1325/100 | (15) 0 | (17) (532, 532) | (18) X | (19) (5082738, 74092) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 10658.5 | (25) (33.7458, 130-133) | (26) 1 | (27) 99.2875
Output number: 52, Rank-15: (1) 115 | (2) 86248 | (3)0.133336/100 | (4) 233, 233 | (5) 5552.42 | (6) 1186.76 | (7) 6.8221e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 71.9979/100 | (15) 0 | (17) (233, 233) | (18) X | (19) (2028613, 32059) | (20) 1 | (21) 1 | (22) 0 | (23) 1 | (24) 7197.23 | (25) (35.0257, 62-65) | (26) 32 | (27) 33.0828
Output number: 52, Rank-1: (1) 437 | (2) 35215 | (3)1.24095/100 | (4) 954, 954 | (5) 7011.81 | (6) 484.666 | (7) 5.397e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 80.0855/100 | (15) 0 | (17) (954, 954) | (18) X | (19) (10481732, 133128) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 9789.44 | (25) (34.1813, 68-59) | (26) 1 | (27) 132.371
Output number: 52, Rank-4: (1) 263 | (2) 88780 | (3)0.296238/100 | (4) 997, 997 | (5) 2944.33 | (6) 1883.59 | (7) 7.6838e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 51.5705/100 | (15) 0 | (17) (997, 997) | (18) X | (19) (9159582, 138611) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 6709.83 | (25) (38.6407, 0-131) | (26) 1 | (27) 66.6635
Output number: 52, Rank-23: (1) 61 | (2) 214 | (3)28.5047/100 | (4) 530, 530 | (5) 9289.49 | (6) 23.4197 | (7) 0.000120933 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 99.4872/100 | (15) 0 | (17) (530, 530) | (18) X | (19) (6252195, 74195) | (20) 1 | (21) 0 | (22) 0 | (23) 157 | (24) 12840.2 | (25) (36.1559, 93-70) | (26) 1 | (27) 4439.35
Output number: 52, Rank-13: (1) 114 | (2) 24678 | (3)0.46195/100 | (4) 811, 811 | (5) 7273.56 | (6) 521.536 | (7) 0.00054876 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360 | (14) 83.2799/100 | (15) 0 | (17) (811, 811) | (18) X | (19) (8560029, 113105) | (20) 1 | (21) 0 | (22) 0 | (23) 11 | (24) 11662.6 | (25) (33.8222, 137-136) | (26) 1 | (27) 363.625
Output number: 52, Rank-7: (1) 146 | (2) 86041 | (3)0.169687/100 | (4) 872, 872 | (5) 5146.54 | (6) 1030.07 | (7) 9.9571e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9360.01 | (14) 65.9829/100 | (15) 0 | (17) (872, 872) | (18) X | (19) (8766571, 121478) | (20) 1 | (21) 1 | (22) 0 | (23) 6 | (24) 9810.41 | (25) (35.1135, 77-77) | (26) 1 | (27) 166.575
Output number: 53, Rank-18: (1) 414 | (2) 91270 | (3)0.453599/100 | (4) 1153, 1153 | (5) 2881.01 | (6) 1720.97 | (7) 0.000132312 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9540 | (14) 48.2285/100 | (15) 0 | (17) (1153, 1153) | (18) X | (19) (10590625, 160359) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 7549.03 | (25) (35.0069, 24-0) | (26) 6826 | (27) -0.33646
Output number: 53, Rank-26: (1) 41 | (2) 94742 | (3)0.0432754/100 | (4) 786, 786 | (5) 823.505 | (6) 2785.19 | (7) 0.000101358 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9540 | (14) 37.8197/100 | (15) 0 | (17) (786, 786) | (18) X | (19) (7825140, 109325) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 3515.36 | (25) (33.5902, 76-41) | (26) 380383 | (27) -0.68568
Output number: 53, Rank-19: (1) 156 | (2) 258 | (3)60.4651/100 | (4) 584, 584 | (5) 6870.16 | (6) 696.206 | (7) 0.000115003 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 9540 | (14) 79.3082/100 | (15) 0 | (17) (584, 584) | (18) X | (19) (7854042, 81178) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9149.34 | (25) (35.0603, 14-18) | (26) 21636 | (27) -0.34729
