#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-32-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.44863 seconds
Distributing the actor graph took: 42.1073 seconds
Added actors in: 0.116455 seconds.
Initialized connections of actors in: 0.0522152 seconds.
Async Migration only
Output number: 1, Rank-9: (1) 23 | (2) 435 | (3)5.28736/100 | (4) 18, 18 | (5) 17.9686 | (6) 69.9332 | (7) 0.000371078 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 48.3333/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (67384, 67384) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 136.298 | (25) (32.9184, 67-57)
Output number: 5, Rank-137: (1) 26 | (2) 8809 | (3)0.295153/100 | (4) 46, 46 | (5) 13.7788 | (6) 366.807 | (7) 0.000326765 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 42.2222/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (97371, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 84.3997 | (25) (33.3974, 87-88)
Output number: 5, Rank-876: (1) 39 | (2) 8729 | (3)0.446787/100 | (4) 36, 36 | (5) 19.6575 | (6) 371.487 | (7) 0.000295461 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.4444/100 | (15) 0 | (17) (36, 36) | (18) X | (19) (111871, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 118.03 | (25) (35.2958, 79-63)
Output number: 5, Rank-100: (1) 40 | (2) 468 | (3)8.54701/100 | (4) 20, 20 | (5) 25.8762 | (6) 367.393 | (7) 0.000280696 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.6667/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (65396, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 108.105 | (25) (33.9213, 130-1)
Output number: 5, Rank-319: (1) 20 | (2) 8753 | (3)0.228493/100 | (4) 35, 35 | (5) 10.3164 | (6) 376.801 | (7) 0.000374577 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43/100 | (15) 0 | (17) (35, 35) | (18) X | (19) (82798, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 108.567 | (25) (33.7347, 75-86)
Output number: 5, Rank-709: (1) 26 | (2) 8850 | (3)0.293785/100 | (4) 22, 22 | (5) 20.5139 | (6) 368.426 | (7) 0.000300008 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.1111/100 | (15) 0 | (17) (22, 22) | (18) X | (19) (70019, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 107.492 | (25) (33.4039, 63-67)
Output number: 5, Rank-619: (1) 34 | (2) 497 | (3)6.84105/100 | (4) 23, 23 | (5) 17.8949 | (6) 365.351 | (7) 0.000330704 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 42.5556/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (88320, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 107.498 | (25) (33.2817, 53-85)
Output number: 5, Rank-845: (1) 26 | (2) 8836 | (3)0.294251/100 | (4) 40, 40 | (5) 14.8428 | (6) 370.386 | (7) 0.000385617 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 42.7778/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (87974, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 115.707 | (25) (35.7878, 134-140)
Output number: 5, Rank-823: (1) 36 | (2) 8757 | (3)0.4111/100 | (4) 29, 29 | (5) 24.0014 | (6) 373.881 | (7) 0.00032172 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 44.1111/100 | (15) 0 | (17) (29, 29) | (18) X | (19) (66761, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 109.934 | (25) (33.6315, 60-60)
Output number: 5, Rank-288: (1) 29 | (2) 8816 | (3)0.328947/100 | (4) 30, 30 | (5) 13.7146 | (6) 363.288 | (7) 0.000293094 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 41.8889/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (86375, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 108.672 | (25) (33.6392, 11-2)
Output number: 5, Rank-376: (1) 39 | (2) 8869 | (3)0.439734/100 | (4) 10, 10 | (5) 23.7253 | (6) 390.532 | (7) 0.000374404 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 46/100 | (15) 0 | (17) (10, 10) | (18) X | (19) (69679, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 134.323 | (25) (33.5121, 80-90)
Output number: 5, Rank-167: (1) 36 | (2) 8766 | (3)0.410678/100 | (4) 30, 30 | (5) 18.3801 | (6) 372.824 | (7) 0.00035754 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.4444/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (82775, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 111.676 | (25) (33.8132, 81-73)
Output number: 5, Rank-558: (1) 46 | (2) 8890 | (3)0.517435/100 | (4) 20, 20 | (5) 27.7247 | (6) 368.208 | (7) 0.000328645 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.8889/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (76689, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 107.166 | (25) (33.8161, 18-142)
Output number: 5, Rank-501: (1) 36 | (2) 534 | (3)6.74157/100 | (4) 31, 31 | (5) 26.271 | (6) 367.686 | (7) 0.000309067 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.6667/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (90476, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 109.967 | (25) (33.3772, 8-130)
Output number: 5, Rank-427: (1) 30 | (2) 8751 | (3)0.342818/100 | (4) 11, 11 | (5) 50.1389 | (6) 376.004 | (7) 0.000314263 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 47.3333/100 | (15) 0 | (17) (11, 11) | (18) X | (19) (26313, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 103.05 | (25) (33.546, 16-1)
Output number: 5, Rank-337: (1) 23 | (2) 8872 | (3)0.259243/100 | (4) 43, 43 | (5) 10.0155 | (6) 376.022 | (7) 0.000265129 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 42.8889/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (91871, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 82.9866 | (25) (33.0666, 72-63)
Output number: 5, Rank-34: (1) 31 | (2) 561 | (3)5.52585/100 | (4) 26, 26 | (5) 20.847 | (6) 368.013 | (7) 0.000376053 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.1111/100 | (15) 0 | (17) (26, 26) | (18) X | (19) (78418, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 105.746 | (25) (32.5607, 139-15)
Output number: 5, Rank-666: (1) 27 | (2) 8923 | (3)0.302589/100 | (4) 49, 49 | (5) 10.71 | (6) 368.803 | (7) 0.000388292 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 42.1111/100 | (15) 0 | (17) (49, 49) | (18) X | (19) (99662, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 83.9358 | (25) (32.7648, 3-143)
Output number: 5, Rank-74: (1) 52 | (2) 494 | (3)10.5263/100 | (4) 16, 16 | (5) 35.4986 | (6) 364.281 | (7) 0.000373291 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 44.3333/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (46289, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 105.566 | (25) (33.7186, 139-7)
Output number: 5, Rank-584: (1) 39 | (2) 8905 | (3)0.437956/100 | (4) 20, 20 | (5) 23.0429 | (6) 374.038 | (7) 0.000329029 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 44.1111/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (87537, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 105.746 | (25) (33.4518, 53-61)
Output number: 5, Rank-753: (1) 30 | (2) 8788 | (3)0.341375/100 | (4) 18, 18 | (5) 20.8663 | (6) 377.082 | (7) 0.000308183 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 44.1111/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (75469, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 104.055 | (25) (33.1226, 140-140)
Output number: 5, Rank-505: (1) 42 | (2) 8799 | (3)0.477327/100 | (4) 11, 11 | (5) 37.4405 | (6) 375.62 | (7) 0.000300287 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 45.8889/100 | (15) 0 | (17) (11, 11) | (18) X | (19) (53766, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 136.34 | (25) (33.8593, 17-136)
Output number: 5, Rank-244: (1) 59 | (2) 511 | (3)11.546/100 | (4) 9, 9 | (5) 38.9228 | (6) 376.861 | (7) 0.000303244 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 46.1111/100 | (15) 0 | (17) (9, 9) | (18) X | (19) (46581, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 103.366 | (25) (33.887, 74-77)
Output number: 5, Rank-416: (1) 32 | (2) 8913 | (3)0.359026/100 | (4) 25, 25 | (5) 27.8749 | (6) 373.604 | (7) 0.000390007 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 44.5556/100 | (15) 0 | (17) (25, 25) | (18) X | (19) (84546, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 89.9394 | (25) (45.3687, 0-0)
Output number: 5, Rank-448: (1) 31 | (2) 8915 | (3)0.347729/100 | (4) 22, 22 | (5) 15.7677 | (6) 374.73 | (7) 0.000315272 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.3333/100 | (15) 0 | (17) (22, 22) | (18) X | (19) (77460, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 108.335 | (25) (33.9323, 2-125)
Output number: 5, Rank-202: (1) 30 | (2) 8745 | (3)0.343053/100 | (4) 18, 18 | (5) 51.8793 | (6) 362.945 | (7) 0.000316808 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 46/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (32067, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 105.609 | (25) (33.2136, 78-67)
Output number: 5, Rank-783: (1) 26 | (2) 8816 | (3)0.294918/100 | (4) 11, 11 | (5) 51.996 | (6) 372.84 | (7) 0.000318504 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 47.1111/100 | (15) 0 | (17) (11, 11) | (18) X | (19) (26579, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 101.981 | (25) (33.2198, 138-130)
Output number: 5, Rank-187: (1) 33 | (2) 482 | (3)6.84647/100 | (4) 34, 34 | (5) 26.8343 | (6) 361.34 | (7) 0.000382714 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.1111/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (85767, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 111.764 | (25) (33.0506, 59-62)
Output number: 5, Rank-681: (1) 36 | (2) 8907 | (3)0.404176/100 | (4) 15, 15 | (5) 24.9345 | (6) 385.484 | (7) 0.000371543 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 45.5556/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (55984, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 103.611 | (25) (33.0581, 127-142)
Output number: 5, Rank-791: (1) 48 | (2) 437 | (3)10.984/100 | (4) 19, 19 | (5) 50.9305 | (6) 356.755 | (7) 0.00034728 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 45.2222/100 | (15) 0 | (17) (19, 19) | (18) X | (19) (29324, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 106.86 | (25) (33.7309, 90-85)
Output number: 5, Rank-603: (1) 36 | (2) 430 | (3)8.37209/100 | (4) 11, 11 | (5) 45.6345 | (6) 368.217 | (7) 0.000389917 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 45.8889/100 | (15) 0 | (17) (11, 11) | (18) X | (19) (27875, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 103.347 | (25) (33.6033, 64-82)
Output number: 5, Rank-272: (1) 42 | (2) 495 | (3)8.48485/100 | (4) 32, 32 | (5) 24.1531 | (6) 391.765 | (7) 0.000331159 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 46.1111/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (76823, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 112.299 | (25) (33.7858, 68-61)
Output number: 5, Rank-116: (1) 24 | (2) 8856 | (3)0.271003/100 | (4) 37, 37 | (5) 9.36892 | (6) 372.515 | (7) 0.000301543 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 42.3333/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (87284, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 114.447 | (25) (34.0467, 82-81)
Output number: 5, Rank-877: (1) 22 | (2) 558 | (3)3.94265/100 | (4) 33, 33 | (5) 13.69 | (6) 366.308 | (7) 0.00038382 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 42.1111/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (85089, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 110.978 | (25) (33.2148, 90-72)
Output number: 5, Rank-102: (1) 39 | (2) 8887 | (3)0.438843/100 | (4) 12, 12 | (5) 30.9724 | (6) 375.627 | (7) 0.000296633 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 45.1111/100 | (15) 0 | (17) (12, 12) | (18) X | (19) (62874, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 102.471 | (25) (33.1308, 137-1)
Output number: 5, Rank-321: (1) 24 | (2) 446 | (3)5.38117/100 | (4) 34, 34 | (5) 7.54195 | (6) 371.649 | (7) 0.000359362 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 42.1111/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (82146, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 115.207 | (25) (34.3523, 87-69)
Output number: 5, Rank-726: (1) 20 | (2) 8785 | (3)0.227661/100 | (4) 43, 43 | (5) 6.321 | (6) 371.625 | (7) 0.000333083 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 41.8889/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (79666, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 78.6381 | (25) (33.467, 130-133)
Output number: 5, Rank-622: (1) 36 | (2) 498 | (3)7.22892/100 | (4) 24, 24 | (5) 22.4388 | (6) 366.661 | (7) 0.000322303 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.2222/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (77061, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 77.1693 | (25) (34.2531, 65-83)
Output number: 5, Rank-846: (1) 29 | (2) 8863 | (3)0.327203/100 | (4) 41, 41 | (5) 16.3328 | (6) 376.171 | (7) 0.000364234 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.5556/100 | (15) 0 | (17) (41, 41) | (18) X | (19) (84534, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 114.001 | (25) (33.718, 138-133)
Output number: 5, Rank-824: (1) 36 | (2) 508 | (3)7.08661/100 | (4) 28, 28 | (5) 20.5499 | (6) 383.22 | (7) 0.000344734 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 44.7778/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (85243, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 107.997 | (25) (33.323, 82-88)
Output number: 5, Rank-289: (1) 29 | (2) 8778 | (3)0.330371/100 | (4) 27, 27 | (5) 12.4731 | (6) 383.716 | (7) 0.000293658 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 44/100 | (15) 0 | (17) (27, 27) | (18) X | (19) (90002, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 106.926 | (25) (33.1374, 1-0)
Output number: 5, Rank-370: (1) 35 | (2) 557 | (3)6.28366/100 | (4) 16, 16 | (5) 16.95 | (6) 379.072 | (7) 0.000313846 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 44/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (94337, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 104.831 | (25) (33.2289, 90-79)
Output number: 5, Rank-143: (1) 26 | (2) 488 | (3)5.32787/100 | (4) 24, 24 | (5) 17.4724 | (6) 374.05 | (7) 0.000330027 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.4444/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (89351, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 145.48 | (25) (34.8767, 143-13)
Output number: 5, Rank-555: (1) 52 | (2) 8834 | (3)0.588635/100 | (4) 18, 18 | (5) 42.3229 | (6) 369.611 | (7) 0.000291865 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 45.6667/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (39880, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 109.063 | (25) (34.4266, 5-131)
Output number: 5, Rank-503: (1) 28 | (2) 8840 | (3)0.316742/100 | (4) 36, 36 | (5) 18.0588 | (6) 380.026 | (7) 0.000322926 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 44.2222/100 | (15) 0 | (17) (36, 36) | (18) X | (19) (88112, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 114.908 | (25) (34.5093, 3-126)
Output number: 5, Rank-428: (1) 37 | (2) 440 | (3)8.40909/100 | (4) 25, 25 | (5) 46.8541 | (6) 360.973 | (7) 0.0003263 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 45.2222/100 | (15) 0 | (17) (25, 25) | (18) X | (19) (44356, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 75.5271 | (25) (33.9905, 0-9)
Output number: 5, Rank-345: (1) 20 | (2) 280 | (3)7.14286/100 | (4) 33, 33 | (5) 9.45484 | (6) 379.294 | (7) 0.000378454 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.1111/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (80989, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 111.071 | (25) (33.5545, 81-80)
Output number: 5, Rank-36: (1) 33 | (2) 8892 | (3)0.37112/100 | (4) 23, 23 | (5) 19.6983 | (6) 370.211 | (7) 0.000355554 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.2222/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (89562, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 106.196 | (25) (33.4512, 139-10)
Output number: 5, Rank-669: (1) 27 | (2) 8911 | (3)0.302996/100 | (4) 22, 22 | (5) 21.1947 | (6) 379.958 | (7) 0.000350579 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 44.5556/100 | (15) 0 | (17) (22, 22) | (18) X | (19) (79050, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 105.627 | (25) (32.7921, 15-142)
Output number: 5, Rank-75: (1) 36 | (2) 475 | (3)7.57895/100 | (4) 19, 19 | (5) 26.1437 | (6) 385.561 | (7) 0.00025198 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 45.6667/100 | (15) 0 | (17) (19, 19) | (18) X | (19) (74318, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 105.779 | (25) (33.3556, 143-17)
Output number: 5, Rank-566: (1) 42 | (2) 457 | (3)9.19037/100 | (4) 12, 12 | (5) 28.9897 | (6) 379.021 | (7) 0.000350534 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 45.3333/100 | (15) 0 | (17) (12, 12) | (18) X | (19) (58421, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 103.422 | (25) (33.4431, 72-89)
Output number: 5, Rank-752: (1) 29 | (2) 8770 | (3)0.330673/100 | (4) 38, 38 | (5) 16.6921 | (6) 368.854 | (7) 0.000375806 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 42.7778/100 | (15) 0 | (17) (38, 38) | (18) X | (19) (93116, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 113.226 | (25) (33.4134, 138-136)
Output number: 5, Rank-508: (1) 46 | (2) 8770 | (3)0.524515/100 | (4) 15, 15 | (5) 40.0783 | (6) 366.917 | (7) 0.000314007 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 45.1111/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (48597, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 103.966 | (25) (33.4087, 6-132)
Output number: 5, Rank-245: (1) 44 | (2) 425 | (3)10.3529/100 | (4) 17, 17 | (5) 33.0667 | (6) 362.658 | (7) 0.000310276 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.8889/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (42482, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 105.63 | (25) (33.3582, 63-85)
Output number: 5, Rank-397: (1) 38 | (2) 439 | (3)8.65604/100 | (4) 11, 11 | (5) 42.3429 | (6) 378.592 | (7) 0.000361378 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 46.6667/100 | (15) 0 | (17) (11, 11) | (18) X | (19) (32881, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 101.985 | (25) (33.0448, 0-6)
Output number: 5, Rank-462: (1) 31 | (2) 524 | (3)5.91603/100 | (4) 30, 30 | (5) 25.6456 | (6) 362.456 | (7) 0.000325726 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 43.1111/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (73156, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 78.7424 | (25) (33.6343, 69-65)
Output number: 5, Rank-201: (1) 57 | (2) 461 | (3)12.3644/100 | (4) 6, 6 | (5) 51.9525 | (6) 371.947 | (7) 0.000266146 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 47/100 | (15) 0 | (17) (6, 6) | (18) X | (19) (28630, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 107.49 | (25) (35.4953, 81-74)
Output number: 5, Rank-780: (1) 35 | (2) 8815 | (3)0.39705/100 | (4) 7, 7 | (5) 51.9018 | (6) 379.272 | (7) 0.000278883 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 47.8889/100 | (15) 0 | (17) (7, 7) | (18) X | (19) (22267, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 101.58 | (25) (34.0492, 132-138)
Output number: 5, Rank-188: (1) 33 | (2) 447 | (3)7.38255/100 | (4) 28, 28 | (5) 29.171 | (6) 367.484 | (7) 0.000320358 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 44/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (77721, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 109.053 | (25) (33.4782, 81-81)
Output number: 5, Rank-683: (1) 38 | (2) 8913 | (3)0.426344/100 | (4) 21, 21 | (5) 21.5828 | (6) 381.593 | (7) 0.00032549 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 44.7778/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (88315, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 106.393 | (25) (33.3184, 135-126)
Output number: 5, Rank-793: (1) 32 | (2) 436 | (3)7.33945/100 | (4) 9, 9 | (5) 51.9571 | (6) 368.256 | (7) 0.000377863 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 46.6667/100 | (15) 0 | (17) (9, 9) | (18) X | (19) (28020, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 102.169 | (25) (33.5761, 79-74)
Output number: 5, Rank-605: (1) 42 | (2) 419 | (3)10.0239/100 | (4) 23, 23 | (5) 52.2578 | (6) 352.141 | (7) 0.000321784 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 44.8889/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (31655, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 108.311 | (25) (33.5918, 79-55)
Output number: 5, Rank-252: (1) 39 | (2) 472 | (3)8.26271/100 | (4) 16, 16 | (5) 50.4059 | (6) 357.072 | (7) 0.000303591 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 900 | (14) 45.2222/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (33265, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 105.165 | (25) (33.415, 76-74)
